HAddress,HAttractions,HGFW,HImages,HLanguage,HMail,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HTel,HVideos,URL
"8/34 Trần Quý Cáp, Huế Việt Nam",2,54,,,,LaRose Homestay Hue,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần LaRose Homestay Hue có điểm du lịch nổi tiếng nào?, ,Gần LaRose Homestay Hue có nhà hàng nào?, ",,0,,0,NA,15,,Huế,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d23417421-Reviews-LaRose_Homestay_Hue-Hue_Thua_Thien_Hue_Province.html
"9 Hai Ba Trung, Huế Việt Nam",9,91,,,,Remy Hotel,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Remy Hotel có điểm du lịch nổi tiếng nào?, ,Gần Remy Hotel có nhà hàng nào?, ,Remy Hotel có dịch vụ đưa đón tại sân bay không?, ,Có di tích lịch sử nào gần Remy Hotel không?, ",,9 đánh giá,Số 31 trong 31 nhà khách tại Huế,15,"2,0",46,Tồi,10,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d7617539-Reviews-Remy_Hotel-Hue_Thua_Thien_Hue_Province.html
"66/48 Ngô Quyền, Huế 530000 Việt Nam",9,91,,,,Anhxuan Guest House,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Anhxuan Guest House có điểm du lịch nổi tiếng nào?, ,Anhxuan Guest House có những tiện nghi tại cơ sở kinh doanh gì?, ,Anhxuan Guest House có chỗ đỗ xe không?, ,Gần Anhxuan Guest House có nhà hàng nào?, ,Anhxuan Guest House có dịch vụ đưa đón tại sân bay không?, ,Anhxuan Guest House có dịch vụ đưa đón tại sân bay không?, ",,0,,0,"2,0",39,,14,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d13430111-Reviews-Anhxuan_Guest_House-Hue_Thua_Thien_Hue_Province.html
"15 Lý Thường Kiệt, Huế 47000 Việt Nam",7,83,374,"Tiếng Việt, Tiếng Anh",,Khách sạn Êmm Huế,1.113.636 ₫,795.455 ₫,"795.455 ₫, - ,1.113.636 ₫","Gần Khách sạn Êmm Huế có điểm du lịch nổi tiếng nào?, ,Khách sạn Êmm Huế có những tiện nghi tại cơ sở kinh doanh gì?, ,Khách sạn Êmm Huế có những tiện nghi phòng gì?, ,Khách sạn Êmm Huế có những lựa chọn đồ ăn & đồ uống gì?, ,Khách sạn Êmm Huế có chỗ đỗ xe không?, ,Gần Khách sạn Êmm Huế có nhà hàng nào?, ,Tôi có thể tập thể dục tại Khách sạn Êmm Huế không?, ,Khách sạn Êmm Huế có dịch vụ đưa đón tại sân bay không?, ,Khách sạn Êmm Huế có dịch vụ dọn phòng không?, ,Khách sạn Êmm Huế có cung cấp dịch vụ doanh nghiệp nào không?, ",117,1.164 đánh giá,Số 4 trong 138 khách sạn tại Huế,45,"3,0",45,Tuyệt vời,72,"Công tác,Hiện đại",,110,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d633334-Reviews-EMM_Hotel_Hue-Hue_Thua_Thien_Hue_Province.html
Huế Việt Nam,0,0,,,,Tuyet Hanh Guesthouse,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Tuyet Hanh Guesthouse có những tiện nghi tại cơ sở kinh doanh gì?, ,Tuyet Hanh Guesthouse có chỗ đỗ xe không?, ,Tuyet Hanh Guesthouse có dịch vụ đưa đón tại sân bay không?, ,Tuyet Hanh Guesthouse có dịch vụ đưa đón tại sân bay không?, ",,0,,0,NA,0,,14,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d8423914-Reviews-Tuyet_Hanh_Guesthouse-Hue_Thua_Thien_Hue_Province.html
"40 Le Loi Street, Phu Hoi Ward, Huế Việt Nam",30,98,29,,,Taboo Hostel,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Taboo Hostel có điểm du lịch nổi tiếng nào?, ,Taboo Hostel có những tiện nghi tại cơ sở kinh doanh gì?, ,Taboo Hostel có những lựa chọn đồ ăn & đồ uống gì?, ,Taboo Hostel có chỗ đỗ xe không?, ,Gần Taboo Hostel có nhà hàng nào?, ",5,4 đánh giá,Xếp thứ 68 trong 75 nhà trọ tại Huế,35,NA,165,Rất tốt,Huế,Bình dân,,23,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d12446863-Reviews-Taboo_Hostel-Hue_Thua_Thien_Hue_Province.html
"Bach Ma National Park, Huế 53000 Việt Nam",0,0,,"Tiếng Việt, Tiếng Anh",,Bach Ma Villa,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Bach Ma Villa có điểm du lịch nổi tiếng nào?, ,Bach Ma Villa có những tiện nghi tại cơ sở kinh doanh gì?, ,Bach Ma Villa có những tiện nghi phòng gì?, ,Bach Ma Villa có những lựa chọn đồ ăn & đồ uống gì?, ,Bach Ma Villa có chỗ đỗ xe không?, ,Bach Ma Villa có dịch vụ đưa đón tại sân bay không?, ,Nhân viên tại Bach Ma Villa nói ngôn ngữ gì?, ",,2 đánh giá,Xếp thứ 28 trong 34 nhà nghỉ tại Huế,25,NA,0,Trung bình,10,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d6922332-Reviews-Bach_Ma_Villa-Hue_Thua_Thien_Hue_Province.html
"461- 463 Hai Bà Trưng, Hội An 560000 Việt Nam",9,82,471,Tiếng Việt,,Kiman Hoi An Hotel & Spa,818.182 ₫,295.455 ₫,"295.455 ₫, - ,818.182 ₫","Gần Kiman Hoi An Hotel & Spa có điểm du lịch nổi tiếng nào?, ,Kiman Hoi An Hotel & Spa có những tiện nghi tại cơ sở kinh doanh gì?, ,Kiman Hoi An Hotel & Spa có những tiện nghi phòng gì?, ,Kiman Hoi An Hotel & Spa có những lựa chọn đồ ăn & đồ uống gì?, ,Kiman Hoi An Hotel & Spa có chỗ đỗ xe không?, ,Gần Kiman Hoi An Hotel & Spa có nhà hàng nào?, ,Tôi có thể tập thể dục tại Kiman Hoi An Hotel & Spa không?, ,Kiman Hoi An Hotel & Spa có dịch vụ đưa đón tại sân bay không?, ,Kiman Hoi An Hotel & Spa có dịch vụ dọn phòng không?, ,Có di tích lịch sử nào gần Kiman Hoi An Hotel & Spa không?, ",72,1.166 đánh giá,Xếp thứ 4 trong 52 nhà trọ tại Hội An,45,"3,0",44,Tuyệt vời,40,"Yên tĩnh,Công tác",,19,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d5788578-Reviews-Kiman_Hoi_An_Hotel_Spa-Hoi_An_Quang_Nam_Province.html
"197/2 Nguyễn Văn Hưởng, Q.2, Thành phố Hồ Chí Minh 70000 Việt Nam",3,49,839,Tiếng Việt,,Villa Sông Saigon,5.363.636 ₫,3.590.909 ₫,"3.590.909 ₫, - ,5.363.636 ₫","Gần Villa Sông Saigon có điểm du lịch nổi tiếng nào?, ,Villa Sông Saigon có những tiện nghi tại cơ sở kinh doanh gì?, ,Villa Sông Saigon có những tiện nghi phòng gì?, ,Villa Sông Saigon có những lựa chọn đồ ăn & đồ uống gì?, ,Villa Sông Saigon có chỗ đỗ xe không?, ,Gần Villa Sông Saigon có nhà hàng nào?, ,Tôi có thể tập thể dục tại Villa Sông Saigon không?, ,Villa Sông Saigon có dịch vụ đưa đón tại sân bay không?, ,Villa Sông Saigon có dịch vụ dọn phòng không?, ,Có di tích lịch sử nào gần Villa Sông Saigon không?, ,Villa Sông Saigon có tầm nhìn đẹp không?, ",382,1.177 đánh giá,Số 17 trong 609 khách sạn tại Thành phố Hồ Chí Minh,50,"4,0",14,Tuyệt vời,23,"Lãng mạn,Ngắm cảnh sông",,145,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d1554688-Reviews-Villa_Song_Saigon-Ho_Chi_Minh_City.html
"32/16 Hai Ba Trung, Huế Việt Nam",6,86,,Tiếng Việt,,Thanh Hang Guesthouse,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Thanh Hang Guesthouse có điểm du lịch nổi tiếng nào?, ,Thanh Hang Guesthouse có những tiện nghi phòng gì?, ,Gần Thanh Hang Guesthouse có nhà hàng nào?, ",,0,,0,NA,34,,20,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d9456508-Reviews-Thanh_Hang_Guesthouse-Hue_Thua_Thien_Hue_Province.html
"28/16 Hai Ba Trung Street, Huế 92000 Việt Nam",7,87,,"Tiếng Việt, Tiếng Anh, Tiếng Nga, Tiếng Indonesia",,Tai Hai Hotel,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Tai Hai Hotel có điểm du lịch nổi tiếng nào?, ,Tai Hai Hotel có những tiện nghi tại cơ sở kinh doanh gì?, ,Tai Hai Hotel có chỗ đỗ xe không?, ,Gần Tai Hai Hotel có nhà hàng nào?, ,Tai Hai Hotel có dịch vụ đưa đón tại sân bay không?, ,Tai Hai Hotel có dịch vụ đưa đón tại sân bay không?, ,Tai Hai Hotel có dịch vụ dọn phòng không?, ,Tai Hai Hotel có cho phép vật nuôi không?, ,Nhân viên tại Tai Hai Hotel nói ngôn ngữ gì?, ",,20 đánh giá,Số 58 trong 58 khách sạn nhỏ tại Huế,25,"2,0",36,Trung bình,Huế,Bình dân,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d6939766-Reviews-Tai_Hai_Hotel-Hue_Thua_Thien_Hue_Province.html
,0,0,,"Tiếng Việt, Tiếng Anh",,Quynh Lien Hotel,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Quynh Lien Hotel có những tiện nghi tại cơ sở kinh doanh gì?, ,Quynh Lien Hotel có những tiện nghi phòng gì?, ,Quynh Lien Hotel có những lựa chọn đồ ăn & đồ uống gì?, ,Quynh Lien Hotel có chỗ đỗ xe không?, ,Quynh Lien Hotel có dịch vụ đưa đón tại sân bay không?, ",,0,,0,NA,0,,20,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d3753889-Reviews-Quynh_Lien_Hotel-Hue_Thua_Thien_Hue_Province.html
"21 Đào Trinh Nhất, P. Vỹ Dạ, Huế Việt Nam",25,73,,,,Khách sạn Huyền Trang 2,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Khách sạn Huyền Trang 2 có điểm du lịch nổi tiếng nào?, ,Gần Khách sạn Huyền Trang 2 có nhà hàng nào?, ",,0,,0,NA,134,,24,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d7249271-Reviews-Huyen_Trang_2_Hotel-Hue_Thua_Thien_Hue_Province.html
"116 Hùng Vương, Hội An 560000 Việt Nam",4,81,683,Tiếng Việt,,Khách Sạn Vệ Nữ & Spa,886.364 ₫,477.273 ₫,"477.273 ₫, - ,886.364 ₫","Gần Khách Sạn Vệ Nữ & Spa có điểm du lịch nổi tiếng nào?, ,Khách Sạn Vệ Nữ & Spa có những tiện nghi tại cơ sở kinh doanh gì?, ,Khách Sạn Vệ Nữ & Spa có những tiện nghi phòng gì?, ,Khách Sạn Vệ Nữ & Spa có những lựa chọn đồ ăn & đồ uống gì?, ,Khách Sạn Vệ Nữ & Spa có chỗ đỗ xe không?, ,Gần Khách Sạn Vệ Nữ & Spa có nhà hàng nào?, ,Tôi có thể tập thể dục tại Khách Sạn Vệ Nữ & Spa không?, ,Khách Sạn Vệ Nữ & Spa có dịch vụ đưa đón tại sân bay không?, ,Khách Sạn Vệ Nữ & Spa có dịch vụ dọn phòng không?, ,Có di tích lịch sử nào gần Khách Sạn Vệ Nữ & Spa không?, ,Khách Sạn Vệ Nữ & Spa có tầm nhìn đẹp không?, ",50,1.183 đánh giá,Số 37 trong 269 khách sạn tại Hội An,50,"3,0",24,Tuyệt vời,39,"Yên tĩnh,Lãng mạn",,45,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d10432881-Reviews-Venus_Hotel_Spa-Hoi_An_Quang_Nam_Province.html
"31A Doi Cung, Huế 12345 Việt Nam",26,93,,,,Hostel Thien An,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Hostel Thien An có điểm du lịch nổi tiếng nào?, ,Gần Hostel Thien An có nhà hàng nào?, ",,0,,0,NA,163,,Huế,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d15593534-Reviews-Hostel_Thien_An-Hue_Thua_Thien_Hue_Province.html
,0,0,,,,Abalone Resort & Spa,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Abalone Resort & Spa có những tiện nghi tại cơ sở kinh doanh gì?, ,Abalone Resort & Spa có những lựa chọn đồ ăn & đồ uống gì?, ",,0,,0,"4,0",0,,77,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d587676-Reviews-Abalone_Resort_Spa-Hue_Thua_Thien_Hue_Province.html
"75C Phan Đình Phùng, Huế Việt Nam",3,72,,,,AnHouse,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần AnHouse có điểm du lịch nổi tiếng nào?, ,Gần AnHouse có nhà hàng nào?, ",,0,,0,NA,16,,Huế,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d14931870-Reviews-AnHouse-Hue_Thua_Thien_Hue_Province.html
"75 Le Trung Dinh, Huế 530000 Việt Nam",1,49,,"Tiếng Việt, Tiếng Anh, Tiếng Đức",,Traveler's Nook,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Traveler's Nook có điểm du lịch nổi tiếng nào?, ,Traveler's Nook có những tiện nghi tại cơ sở kinh doanh gì?, ,Traveler's Nook có những lựa chọn đồ ăn & đồ uống gì?, ,Traveler's Nook có chỗ đỗ xe không?, ,Gần Traveler's Nook có nhà hàng nào?, ,Traveler's Nook có dịch vụ đưa đón tại sân bay không?, ,Traveler's Nook có dịch vụ đưa đón tại sân bay không?, ,Traveler's Nook có dịch vụ dọn phòng không?, ,Traveler's Nook có cho phép vật nuôi không?, ,Nhân viên tại Traveler's Nook nói ngôn ngữ gì?, ",,1 đánh giá,Số 27 trong 31 nhà khách tại Huế,20,NA,11,Tồi,6,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d12999276-Reviews-Traveler_s_Nook-Hue_Thua_Thien_Hue_Province.html
"33, Alley 85, Nguyen Hue Street Phu Nhuan District, Huế Việt Nam",4,77,,,,Thanh Ha Guesthouse,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Thanh Ha Guesthouse có điểm du lịch nổi tiếng nào?, ,Thanh Ha Guesthouse có những tiện nghi tại cơ sở kinh doanh gì?, ,Thanh Ha Guesthouse có chỗ đỗ xe không?, ,Gần Thanh Ha Guesthouse có nhà hàng nào?, ",,0,,0,NA,25,,Huế,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d13397096-Reviews-Thanh_Ha_Guesthouse-Hue_Thua_Thien_Hue_Province.html
"8, Kiet 8, Duong Van An Xuan Phu Ward, Huế 490000 Việt Nam",5,81,,,,OYO 1117 Ngoc Lan Motel,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần OYO 1117 Ngoc Lan Motel có điểm du lịch nổi tiếng nào?, ,Gần OYO 1117 Ngoc Lan Motel có nhà hàng nào?, ",,0,,0,NA,44,,20,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d21286872-Reviews-OYO_1117_Ngoc_Lan_Motel-Hue_Thua_Thien_Hue_Province.html
"15 Hàng Cân, Hà Nội 100000 Việt Nam",203,100,327,,,Khách sạn Hanoi Golden  Moment,2.000.000 ₫,522.727 ₫,"522.727 ₫, - ,2.000.000 ₫","Gần Khách sạn Hanoi Golden  Moment có điểm du lịch nổi tiếng nào?, ,Khách sạn Hanoi Golden  Moment có những tiện nghi tại cơ sở kinh doanh gì?, ,Khách sạn Hanoi Golden  Moment có những tiện nghi phòng gì?, ,Khách sạn Hanoi Golden  Moment có những lựa chọn đồ ăn & đồ uống gì?, ,Gần Khách sạn Hanoi Golden  Moment có nhà hàng nào?, ,Khách sạn Hanoi Golden  Moment có dịch vụ đưa đón tại sân bay không?, ,Khách sạn Hanoi Golden  Moment có nằm gần trung tâm thành phố không?, ,Khách sạn Hanoi Golden  Moment có dịch vụ dọn phòng không?, ,Có di tích lịch sử nào gần Khách sạn Hanoi Golden  Moment không?, ",3,1.184 đánh giá,Số 27 trong 704 khách sạn tại Hà Nội,50,"3,0",685,Tuyệt vời,20,"Gia đình,Hiện đại",,124,https://www.tripadvisor.com.vn/Hotel_Review-g293924-d1896319-Reviews-Hanoi_Golden_Moment_Hotel_Travel-Hanoi.html
"09 Phan Bội Châu Cẩm Châu, Hội An 560000 Việt Nam",124,94,1232,Tiếng Việt,,Little Riverside Hoi An - A Luxury Hotel & Spa,3.113.636 ₫,1.704.545 ₫,"1.704.545 ₫, - ,3.113.636 ₫","Gần Little Riverside Hoi An – A Luxury Hotel & Spa có điểm du lịch nổi tiếng nào?, ,Little Riverside Hoi An – A Luxury Hotel & Spa có những tiện nghi tại cơ sở kinh doanh gì?, ,Little Riverside Hoi An – A Luxury Hotel & Spa có những tiện nghi phòng gì?, ,Little Riverside Hoi An – A Luxury Hotel & Spa có những lựa chọn đồ ăn & đồ uống gì?, ,Little Riverside Hoi An – A Luxury Hotel & Spa có chỗ đỗ xe không?, ,Gần Little Riverside Hoi An – A Luxury Hotel & Spa có nhà hàng nào?, ,Tôi có thể tập thể dục tại Little Riverside Hoi An – A Luxury Hotel & Spa không?, ,Little Riverside Hoi An – A Luxury Hotel & Spa có dịch vụ đưa đón tại sân bay không?, ,Little Riverside Hoi An – A Luxury Hotel & Spa có dịch vụ đưa đón tại sân bay không?, ,Little Riverside Hoi An – A Luxury Hotel & Spa có nằm gần trung tâm thành phố không?, ,Little Riverside Hoi An – A Luxury Hotel & Spa có dịch vụ dọn phòng không?, ",344,1.192 đánh giá,Số 1 trong 4 khách sạn boutique tại Hội An,50,"3,0",101,Tuyệt vời,49,"Quyến rũ,Nhìn ra cảng",,156,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d14016228-Reviews-Little_Riverside_Hoi_An_A_Luxury_Hotel_Spa-Hoi_An_Quang_Nam_Province.html
"Bach Ma National Park, Huế 53000 Việt Nam",0,0,,"Tiếng Việt, Tiếng Anh",,Kim Giao Villa,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Kim Giao Villa có điểm du lịch nổi tiếng nào?, ,Kim Giao Villa có những tiện nghi tại cơ sở kinh doanh gì?, ,Kim Giao Villa có những tiện nghi phòng gì?, ,Kim Giao Villa có chỗ đỗ xe không?, ,Kim Giao Villa có dịch vụ đưa đón tại sân bay không?, ,Nhân viên tại Kim Giao Villa nói ngôn ngữ gì?, ",,0,,0,NA,0,,10,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d6922337-Reviews-Kim_Giao_Villa-Hue_Thua_Thien_Hue_Province.html
"Bach Ma National Park, Huế 53000 Việt Nam",9,62,,"Tiếng Việt, Tiếng Anh",,Phong Lan Villa,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Phong Lan Villa có điểm du lịch nổi tiếng nào?, ,Phong Lan Villa có những tiện nghi tại cơ sở kinh doanh gì?, ,Phong Lan Villa có những tiện nghi phòng gì?, ,Phong Lan Villa có những lựa chọn đồ ăn & đồ uống gì?, ,Phong Lan Villa có chỗ đỗ xe không?, ,Gần Phong Lan Villa có nhà hàng nào?, ,Nhân viên tại Phong Lan Villa nói ngôn ngữ gì?, ",,4 đánh giá,Số 14 trong 14 khách sạn đặc biệt tại Huế,25,NA,36,Trung bình,10,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d6636148-Reviews-Phong_Lan_Villa-Hue_Thua_Thien_Hue_Province.html
"28 Nguyễn Huệ, Quy Nhơn 55000 Việt Nam",3,48,,,,TMS Quy Nhơn,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần TMS Quy Nhơn có điểm du lịch nổi tiếng nào?, ,Gần TMS Quy Nhơn có nhà hàng nào?, ",,1 đánh giá,Số 2 trong 4 cơ sở kinh doanh dịch vụ hạn chế tại Quy Nhơn,50,NA,32,Tuyệt vời,Quy Nhơn,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d23093335-Reviews-TMS_Quy_Nhon-Quy_Nhon_Binh_Dinh_Province.html
"Lang Co - Chan May, Huế Việt Nam",4,76,,,,Mi Mi Guest House,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Mi Mi Guest House có điểm du lịch nổi tiếng nào?, ,Gần Mi Mi Guest House có nhà hàng nào?, ",,0,,0,NA,21,,Huế,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d11880828-Reviews-Mi_Mi_Guest_House-Hue_Thua_Thien_Hue_Province.html
"Khu Bãi Dài, Ganh Dau, Đảo Phú Quốc 920000 Việt Nam",8,40,1617,"Tiếng Việt, Tiếng Anh",,VinOasis Phu Quoc,2.954.545 ₫,1.909.091 ₫,"1.909.091 ₫, - ,2.954.545 ₫","Gần VinOasis Phu Quoc có điểm du lịch nổi tiếng nào?, ,VinOasis Phu Quoc có những tiện nghi tại cơ sở kinh doanh gì?, ,VinOasis Phu Quoc có những tiện nghi phòng gì?, ,VinOasis Phu Quoc có những lựa chọn đồ ăn & đồ uống gì?, ,VinOasis Phu Quoc có chỗ đỗ xe không?, ,Gần VinOasis Phu Quoc có nhà hàng nào?, ,Tôi có thể tập thể dục tại VinOasis Phu Quoc không?, ,VinOasis Phu Quoc có dịch vụ đưa đón tại sân bay không?, ,VinOasis Phu Quoc có dịch vụ đưa đón tại sân bay không?, ,VinOasis Phu Quoc có dịch vụ dọn phòng không?, ,VinOasis Phu Quoc có cung cấp dịch vụ doanh nghiệp nào không?, ",308,1.347 đánh giá,Xếp thứ 2 trong 4 khu nghỉ dưỡng tại Ganh Dau,50,"3,0",25,Tuyệt vời,1378,"Gia đình,Tầm nhìn đẹp",,1,https://www.tripadvisor.com.vn/Hotel_Review-g12666019-d12393526-Reviews-VinOasis_Phu_Quoc-Ganh_Dau_Phu_Quoc_Island_Kien_Giang_Province.html
"66 Dien Bien Phu So 5 Kiet 66, Huế Việt Nam",2,65,,,,Limdim House,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Limdim House có điểm du lịch nổi tiếng nào?, ,Gần Limdim House có nhà hàng nào?, ",,0,,0,NA,18,,Huế,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d17698155-Reviews-Limdim_House-Hue_Thua_Thien_Hue_Province.html
"8 Le Lai, Phuong Ngo May 8 Lê Lai, Phường Ngô Mây, Quy Nhơn 590000 Việt Nam",2,37,6,"Tiếng Việt, Tiếng Anh",,Athena Hotel Quy Nhon,Quy Nhơn,Việt Nam,"Việt Nam,Tỉnh Bình Định,Quy Nhơn","Gần Athena Hotel Quy Nhon có điểm du lịch nổi tiếng nào?, ,Athena Hotel Quy Nhon có những tiện nghi tại cơ sở kinh doanh gì?, ,Athena Hotel Quy Nhon có những tiện nghi phòng gì?, ,Athena Hotel Quy Nhon có những lựa chọn đồ ăn & đồ uống gì?, ,Athena Hotel Quy Nhon có chỗ đỗ xe không?, ,Gần Athena Hotel Quy Nhon có nhà hàng nào?, ,Tôi có thể tập thể dục tại Athena Hotel Quy Nhon không?, ,Nhân viên tại Athena Hotel Quy Nhon nói ngôn ngữ gì?, ",32,3 đánh giá,Số 15 trong 43 khách sạn tại Quy Nhơn,45,NA,31,Tuyệt vời,32,,,6,https://www.tripadvisor.com.vn/Hotel_Review-g608528-d21069839-Reviews-Athena_Hotel_Quy_Nhon-Quy_Nhon_Binh_Dinh_Province.html
,0,0,,,,Ancient House,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế",,,0,,0,NA,0,,10,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d21287428-Reviews-Ancient_House-Hue_Thua_Thien_Hue_Province.html
"Chan May Lang Co Beach, Huế Việt Nam",1,42,,Tiếng Việt,,Thai Binh Guest House,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Thai Binh Guest House có điểm du lịch nổi tiếng nào?, ,Thai Binh Guest House có những tiện nghi phòng gì?, ,Gần Thai Binh Guest House có nhà hàng nào?, ",,0,,0,NA,10,,10,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d11887198-Reviews-Thai_Binh_Guest_House-Hue_Thua_Thien_Hue_Province.html
"46 Pham Van Dong, Huế Việt Nam",26,94,,Tiếng Việt,,Hotel Thanh Tuyen,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Hotel Thanh Tuyen có điểm du lịch nổi tiếng nào?, ,Hotel Thanh Tuyen có những tiện nghi tại cơ sở kinh doanh gì?, ,Hotel Thanh Tuyen có những tiện nghi phòng gì?, ,Gần Hotel Thanh Tuyen có nhà hàng nào?, ",,0,,0,NA,137,,16,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d4328675-Reviews-Hotel_Thanh_Tuyen-Hue_Thua_Thien_Hue_Province.html
"311 đường Cửa Đại Phường Cẩm Châu, Hội An 560000 Việt Nam",14,73,896,Tiếng Việt,,Hoi An Garden Palace & Spa,1.272.727 ₫,704.545 ₫,"704.545 ₫, - ,1.272.727 ₫","Gần Hoi An Garden Palace & Spa có điểm du lịch nổi tiếng nào?, ,Hoi An Garden Palace & Spa có những tiện nghi tại cơ sở kinh doanh gì?, ,Hoi An Garden Palace & Spa có những tiện nghi phòng gì?, ,Hoi An Garden Palace & Spa có những lựa chọn đồ ăn & đồ uống gì?, ,Gần Hoi An Garden Palace & Spa có nhà hàng nào?, ,Tôi có thể tập thể dục tại Hoi An Garden Palace & Spa không?, ,Hoi An Garden Palace & Spa có dịch vụ đưa đón tại sân bay không?, ,Hoi An Garden Palace & Spa có dịch vụ đưa đón tại sân bay không?, ,Hoi An Garden Palace & Spa có dịch vụ dọn phòng không?, ,Có di tích lịch sử nào gần Hoi An Garden Palace & Spa không?, ",235,1.193 đánh giá,Số 31 trong 269 khách sạn tại Hội An,50,"4,0",43,Tuyệt vời,46,Hạng trung,,90,https://www.tripadvisor.com.vn/Hotel_Review-g298082-d8606339-Reviews-Hoi_An_Garden_Palace_Spa-Hoi_An_Quang_Nam_Province.html
"27 Han Mac Tu, Huế Việt Nam",12,90,,"Tiếng Việt, Tiếng Anh",,Riverfront House in City Center,Huế,Việt Nam,"Việt Nam,Tỉnh Thừa Thiên - Huế,Huế","Gần Riverfront House in City Center có điểm du lịch nổi tiếng nào?, ,Riverfront House in City Center có những tiện nghi tại cơ sở kinh doanh gì?, ,Gần Riverfront House in City Center có nhà hàng nào?, ,Nhân viên tại Riverfront House in City Center nói ngôn ngữ gì?, ",,0,,0,NA,77,,Huế,,,0,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d8869345-Reviews-Riverfront_House_in_City_Center-Hue_Thua_Thien_Hue_Province.html
